device_id,customer_id,device_type,brand,model,serial_number,purchase_date,warranty_expiry,device_status
DEV01364,CUST00773,Fiber ONT,Cisco,N797,SN46575213,2024-10-18,2028-07-04,In Use
DEV01365,CUST03230,Fiber ONT,Nokia,N257,SN40802051,2025-12-24,2028-07-19,In Use
DEV01366,CUST00665,Set Top Box,Jio,R743,SN05519729,2024-04-07,2028-10-20,Faulty
DEV01367,CUST04868,5G Router,Cisco,N144,SN15657807,2025-10-21,2028-04-06,Under Repair
DEV01368,CUST03712,Fiber ONT,Huawei,A983,SN65448922,2022-06-24,2028-08-13,In Use
DEV01369,CUST02318,Fiber ONT,Cisco,X660,SN78822900,2023-12-11,2027-12-04,Under Repair
DEV01370,CUST03125,Router,Airtel,N282,SN25855715,2026-02-27,2028-08-20,In Stock
DEV01371,CUST03268,Router,Cisco,A266,SN47928821,2026-01-14,2029-05-06,Returned
DEV01372,CUST03297,Fiber ONT,Huawei,X405,SN39089419,2021-11-29,2028-03-06,Returned
DEV01373,CUST03542,5G Router,TP-Link,A467,SN04928615,2023-12-18,2027-06-03,In Use
DEV01374,CUST03011,4G Dongle,D-Link,R556,SN80105681,2023-07-20,2028-07-30,Returned
DEV01375,CUST03903,Fiber ONT,Airtel,X874,SN98141838,2023-08-15,2029-05-21,Returned
DEV01376,CUST03017,4G Dongle,Huawei,R745,SN02012667,2024-03-24,2026-09-30,Returned
DEV01377,CUST00762,Router,Netgear,R792,SN18472588,2022-07-29,2028-12-07,In Stock
DEV01378,CUST01271,Set Top Box,Nokia,N579,SN77150987,2021-10-24,2028-09-30,Returned
DEV01379,CUST00649,Set Top Box,TP-Link,A230,SN66182461,2022-01-20,2028-08-28,Faulty
DEV01380,CUST02037,4G Dongle,Airtel,N682,SN11825413,2024-09-28,2027-04-10,In Use
DEV01381,CUST04514,Router,Cisco,X622,SN46114885,2022-05-01,2027-07-16,Returned
DEV01382,CUST03384,Router,Jio,N463,SN71007962,2022-01-24,2027-05-02,Faulty
DEV01383,CUST04797,Router,Cisco,X858,SN30676665,2026-03-10,2027-04-26,Returned
DEV01384,CUST01471,WiFi Modem,Airtel,X185,SN16380614,2022-10-01,2029-03-14,Returned
DEV01385,CUST02439,Fiber ONT,Jio,R738,SN36462718,2025-11-19,2027-09-15,Faulty
DEV01386,CUST02797,WiFi Modem,D-Link,A180,SN53268938,2022-06-25,2027-04-06,Under Repair
DEV01387,CUST02125,5G Router,Nokia,R647,SN82253112,2021-12-04,2028-01-09,In Use
DEV01388,CUST00048,Set Top Box,Nokia,X275,SN13129365,2023-06-27,2028-08-12,Returned
DEV01389,CUST03770,5G Router,Airtel,R410,SN45330666,2025-12-23,2028-06-20,Under Repair
DEV01390,CUST02956,5G Router,Airtel,N189,SN93277149,2021-10-09,2027-12-09,In Stock
DEV01391,CUST01107,Router,D-Link,X935,SN05983909,2021-10-03,2026-10-14,In Use
DEV01392,CUST01542,Router,D-Link,R764,SN22349265,2024-06-03,2027-08-28,In Stock
DEV01393,CUST01981,Set Top Box,D-Link,X408,SN25115696,2025-08-18,2028-01-29,Returned
DEV01394,CUST01214,Set Top Box,Airtel,X219,SN46968923,2022-04-07,2028-10-03,In Stock
DEV01395,CUST01249,5G Router,Jio,R582,SN87177996,2024-08-14,2027-11-13,In Use
DEV01396,CUST03683,4G Dongle,D-Link,A401,SN59683110,2024-06-07,2027-11-03,Under Repair
DEV01397,CUST03210,Router,Netgear,X205,SN67721271,2022-08-29,2029-02-11,Returned
DEV01398,CUST03406,Set Top Box,TP-Link,X599,SN14433239,2022-02-28,2029-02-09,Returned
DEV01399,CUST03983,4G Dongle,Jio,A831,SN16904551,2026-06-02,2027-06-13,In Use
DEV01400,CUST04328,Router,Airtel,N666,SN05481266,2025-08-04,2027-10-22,In Use
DEV01401,CUST02195,5G Router,Airtel,R219,SN03639911,2024-04-14,2029-01-29,Returned
DEV01402,CUST02841,Set Top Box,Airtel,X265,SN84928701,2023-02-05,2027-05-19,Faulty
DEV01403,CUST01575,Set Top Box,Netgear,R337,SN58432174,2022-02-18,2027-04-19,Under Repair
DEV01404,CUST01800,4G Dongle,Netgear,R234,SN93525657,2021-09-16,2027-08-09,Faulty
DEV01405,CUST03198,Set Top Box,Netgear,R918,SN39425814,2022-09-27,2027-01-30,In Stock
DEV01406,CUST01698,Fiber ONT,Nokia,R232,SN75240837,2023-11-30,2029-04-03,In Stock
DEV01407,CUST01635,WiFi Modem,Jio,X912,SN23304954,2022-06-07,2028-06-17,Returned
DEV01408,CUST04045,Fiber ONT,D-Link,A670,SN38291495,2025-06-17,2026-08-14,In Use
DEV01409,CUST00149,Fiber ONT,TP-Link,N793,SN45687552,2024-08-15,2028-08-21,In Stock
DEV01410,CUST01432,4G Dongle,Cisco,X445,SN74734342,2025-03-04,2027-06-07,Returned
DEV01411,CUST00934,4G Dongle,D-Link,X675,SN05713403,2024-12-24,2027-10-22,In Stock
DEV01412,CUST03985,Fiber ONT,Netgear,N887,SN29634969,2025-09-22,2028-05-17,In Use
DEV01413,CUST04564,Fiber ONT,Huawei,X823,SN66583824,2026-03-06,2029-03-31,In Use
DEV01414,CUST03587,Set Top Box,Nokia,X900,SN70479045,2026-05-24,2029-01-01,Under Repair
DEV01415,CUST04995,Router,Cisco,X271,SN05123382,2025-11-10,2027-05-31,In Use
DEV01416,CUST01683,Fiber ONT,Huawei,N825,SN55924979,2025-02-23,2027-04-21,Returned
DEV01417,CUST04145,Set Top Box,Nokia,A762,SN78887862,2024-03-26,2026-10-27,Faulty
DEV01418,CUST02742,WiFi Modem,Nokia,A549,SN79218896,2022-05-12,2026-07-19,Returned
DEV01419,CUST00054,WiFi Modem,Jio,N393,SN10399281,2025-08-01,2028-10-13,Under Repair
DEV01420,CUST01403,Router,TP-Link,N832,SN08538395,2022-08-26,2027-01-29,Returned
DEV01421,CUST02955,5G Router,D-Link,A871,SN72438810,2026-03-08,2028-08-21,Under Repair
DEV01422,CUST03455,WiFi Modem,Huawei,R523,SN94611434,2024-11-16,2027-02-12,Returned
DEV01423,CUST03759,4G Dongle,Netgear,X553,SN15462506,2025-07-03,2028-01-09,In Stock
DEV01424,CUST00082,5G Router,Nokia,X446,SN93816699,2024-07-08,2028-11-19,Faulty
DEV01425,CUST03291,WiFi Modem,Airtel,X502,SN40314126,2026-01-01,2028-10-17,In Use
DEV01426,CUST01237,4G Dongle,Cisco,N529,SN34206652,2024-12-26,2029-02-07,Returned
DEV01427,CUST04536,Fiber ONT,Netgear,N108,SN12782965,2025-05-12,2028-04-27,Faulty
DEV01428,CUST04324,4G Dongle,Huawei,R556,SN49842258,2022-11-24,2028-02-12,In Stock
DEV01429,CUST04460,4G Dongle,Jio,N931,SN94631297,2023-02-25,2029-01-24,Returned
DEV01430,CUST01617,Fiber ONT,Nokia,X650,SN34597974,2025-01-18,2028-10-11,Faulty
DEV01431,CUST03195,5G Router,Huawei,N318,SN45224939,2022-10-16,2027-03-16,In Use
DEV01432,CUST04192,4G Dongle,TP-Link,N875,SN16927003,2021-09-03,2028-01-11,In Stock
DEV01433,CUST00192,Router,TP-Link,A952,SN77759989,2024-06-06,2028-06-11,Faulty
DEV01434,CUST03464,4G Dongle,Nokia,X961,SN86657124,2022-09-12,2026-12-04,Faulty
DEV01435,CUST02128,5G Router,Netgear,X148,SN93531990,2022-04-13,2028-12-23,In Use
DEV01436,CUST03677,Fiber ONT,Cisco,R447,SN16949205,2024-04-06,2027-02-14,In Stock
DEV01437,CUST04765,4G Dongle,D-Link,N406,SN05010890,2024-08-01,2027-02-17,Faulty
DEV01438,CUST04693,5G Router,Huawei,R632,SN39673916,2022-11-04,2029-03-22,In Stock
DEV01439,CUST00863,Fiber ONT,D-Link,N565,SN71489361,2025-11-07,2029-05-03,In Use
DEV01440,CUST01201,5G Router,Airtel,R183,SN55924028,2025-05-16,2027-02-14,In Use
DEV01441,CUST00510,Set Top Box,Huawei,R319,SN32878507,2021-07-06,2026-07-04,Returned
DEV01442,CUST00640,Fiber ONT,Airtel,R992,SN41623475,2023-10-23,2027-01-17,Faulty
DEV01443,CUST04787,Set Top Box,Airtel,R805,SN90793012,2025-07-07,2027-05-20,Returned
DEV01444,CUST03416,WiFi Modem,Huawei,A596,SN67690929,2024-08-24,2027-10-04,Returned
DEV01445,CUST01060,5G Router,Nokia,A566,SN64113566,2022-08-27,2026-09-30,Returned
DEV01446,CUST00268,5G Router,Huawei,N221,SN67485067,2024-07-23,2029-02-23,Under Repair
DEV01447,CUST03348,Router,Nokia,N685,SN77796129,2021-12-28,2028-11-15,Faulty
DEV01448,CUST00330,4G Dongle,Huawei,X480,SN69767588,2024-06-25,2026-12-11,Faulty
DEV01449,CUST03068,Fiber ONT,TP-Link,R128,SN21560369,2025-03-12,2027-06-20,In Stock
DEV01450,CUST01165,4G Dongle,Airtel,X412,SN56108446,2021-07-06,2029-04-24,Faulty
DEV01451,CUST01767,WiFi Modem,Jio,X225,SN94485421,2022-11-07,2026-09-09,Under Repair
DEV01452,CUST02857,Router,Cisco,R592,SN12145659,2024-11-11,2028-12-10,Under Repair
DEV01453,CUST02538,4G Dongle,Jio,N900,SN20006250,2025-04-14,2027-05-12,Returned
DEV01454,CUST03894,5G Router,Huawei,A616,SN80063519,2023-01-20,2028-07-01,Returned
DEV01455,CUST03686,5G Router,Jio,A987,SN94935767,2023-06-12,2029-02-26,Faulty
DEV01456,CUST00732,4G Dongle,Airtel,R338,SN36891063,2025-10-23,2028-08-05,Returned
DEV01457,CUST02778,4G Dongle,Cisco,R853,SN98411406,2025-12-27,2026-12-19,Faulty
DEV01458,CUST00726,WiFi Modem,Cisco,N674,SN99201177,2023-10-28,2028-09-12,In Use
DEV01459,CUST04583,Router,D-Link,X683,SN85965802,2026-02-03,2027-09-17,Under Repair
DEV01460,CUST01552,Set Top Box,Cisco,X774,SN01945288,2022-10-21,2028-05-30,Under Repair
DEV01461,CUST01473,Router,TP-Link,A351,SN92587167,2025-07-25,2027-04-10,Under Repair
DEV01462,CUST03640,Router,Netgear,R703,SN48214826,2025-02-01,2026-07-29,In Use
DEV01463,CUST04027,Router,Netgear,R284,SN71165837,2023-12-06,2026-09-26,Returned
DEV01464,CUST00198,4G Dongle,Netgear,R363,SN32593145,2022-08-12,2029-03-27,In Use
DEV01465,CUST00940,Router,Huawei,N247,SN99751997,2022-04-25,2027-01-29,In Stock
DEV01466,CUST02094,Router,Huawei,N517,SN37466274,2022-12-03,2029-01-16,In Stock
DEV01467,CUST00483,4G Dongle,Netgear,A127,SN44672152,2026-06-17,2027-06-24,In Use
DEV01468,CUST02442,Set Top Box,Nokia,N245,SN17957643,2022-09-29,2028-11-22,Returned
DEV01469,CUST02656,Fiber ONT,Airtel,X153,SN71112663,2023-10-03,2027-10-31,In Stock
DEV01470,CUST01963,4G Dongle,D-Link,R620,SN34865396,2025-03-17,2029-01-04,Under Repair
DEV01471,CUST03155,Router,TP-Link,X425,SN29761239,2022-06-10,2028-08-08,Returned
DEV01472,CUST04532,Set Top Box,Nokia,R129,SN24239928,2023-06-22,2029-06-09,Returned
DEV01473,CUST01915,Router,TP-Link,X352,SN12982306,2025-01-02,2027-10-09,Under Repair
DEV01474,CUST01029,Fiber ONT,Airtel,R185,SN99621282,2025-06-01,2029-01-08,Under Repair
DEV01475,CUST01667,WiFi Modem,Netgear,A900,SN54866596,2025-01-27,2028-01-10,In Stock
DEV01476,CUST04404,Set Top Box,Jio,X101,SN89284676,2024-01-06,2027-04-04,Returned
DEV01477,CUST02370,5G Router,Huawei,X161,SN44914024,2023-01-22,2028-03-23,Returned
DEV01478,CUST02239,4G Dongle,TP-Link,R459,SN51087618,2026-02-20,2027-01-03,In Stock
DEV01479,CUST04794,4G Dongle,TP-Link,X265,SN61269508,2023-08-29,2027-08-25,Under Repair
DEV01480,CUST04613,Router,TP-Link,X504,SN28561011,2023-09-27,2027-02-21,In Use
DEV01481,CUST01145,5G Router,TP-Link,R315,SN30515489,2022-11-25,2028-12-27,Under Repair
DEV01482,CUST04136,Fiber ONT,Netgear,N870,SN39249378,2025-11-29,2028-08-30,Returned
DEV01483,CUST02237,WiFi Modem,Netgear,N315,SN68379624,2026-02-22,2027-12-15,Returned
DEV01484,CUST04912,Fiber ONT,Cisco,A761,SN30034209,2023-07-10,2027-11-23,In Use
DEV01485,CUST04988,Set Top Box,Cisco,X788,SN09638432,2022-10-18,2027-08-04,In Stock
DEV01486,CUST03385,4G Dongle,Jio,R651,SN59890354,2023-07-23,2027-04-27,In Use
DEV01487,CUST00636,4G Dongle,Cisco,R788,SN74375245,2024-12-23,2027-09-17,In Use
DEV01488,CUST02892,Set Top Box,Netgear,R281,SN10013111,2022-08-26,2028-03-10,In Use
DEV01489,CUST01023,Set Top Box,Netgear,A555,SN10924492,2025-08-30,2027-05-11,In Use
DEV01490,CUST01815,5G Router,Cisco,N796,SN53631526,2025-01-10,2028-11-15,Faulty
DEV01491,CUST01569,Router,TP-Link,A339,SN25297949,2024-06-21,2028-07-01,Returned
DEV01492,CUST02974,Router,TP-Link,R820,SN08628315,2022-11-27,2027-04-20,Under Repair
DEV01493,CUST01713,Router,D-Link,R213,SN58854672,2025-11-11,2026-07-29,Faulty
DEV01494,CUST04663,4G Dongle,Jio,A665,SN40900577,2025-10-24,2028-11-15,In Stock
DEV01495,CUST04635,5G Router,Huawei,X702,SN77532401,2022-09-12,2028-04-07,In Stock
DEV01496,CUST00533,WiFi Modem,TP-Link,A635,SN37701659,2026-02-12,2028-12-04,Faulty
DEV01497,CUST01572,5G Router,Cisco,N797,SN37915354,2022-07-19,2026-08-18,Under Repair
DEV01498,CUST03719,Router,Airtel,X974,SN98205562,2024-07-10,2026-07-13,Faulty
DEV01499,CUST03544,Set Top Box,TP-Link,X796,SN90365916,2025-09-15,2026-09-28,Under Repair
DEV01500,CUST03823,Set Top Box,Netgear,X838,SN80156183,2022-12-17,2027-02-12,In Stock
DEV01501,CUST00385,Fiber ONT,Airtel,R423,SN77130274,2023-02-17,2027-06-26,In Use
DEV01502,CUST03211,WiFi Modem,Netgear,X685,SN11706237,2025-03-28,2029-06-17,In Use
DEV01503,CUST01849,5G Router,Airtel,X355,SN08755323,2022-06-28,2029-02-23,In Stock
DEV01504,CUST01348,Fiber ONT,TP-Link,X741,SN00950780,2023-10-04,2028-08-07,In Use
DEV01505,CUST00229,Set Top Box,Airtel,X706,SN10664144,2023-12-15,2027-10-04,Faulty
DEV01506,CUST02052,WiFi Modem,Nokia,R344,SN62431667,2023-02-12,2029-03-04,Faulty
DEV01507,CUST00446,Fiber ONT,D-Link,X894,SN43428567,2022-02-24,2026-12-25,Under Repair
DEV01508,CUST03593,Router,Jio,X187,SN10920204,2022-05-07,2026-12-19,In Use
DEV01509,CUST00274,Set Top Box,Netgear,X901,SN32175022,2025-10-20,2026-12-15,In Stock
DEV01510,CUST00508,Set Top Box,Cisco,N725,SN27290564,2025-04-15,2027-01-01,Returned
DEV01511,CUST00539,Router,Cisco,X401,SN48288072,2023-02-14,2028-02-08,Returned
DEV01512,CUST03291,Router,Airtel,A985,SN33710048,2025-03-23,2029-05-13,Under Repair
DEV01513,CUST00087,Set Top Box,Airtel,R914,SN36215692,2023-12-02,2026-08-28,Returned
DEV01514,CUST00830,Fiber ONT,Cisco,R629,SN99613225,2023-03-03,2029-01-29,Faulty
DEV01515,CUST04816,WiFi Modem,Nokia,X112,SN65592578,2024-05-11,2028-02-03,Under Repair
DEV01516,CUST00554,4G Dongle,D-Link,A752,SN06099336,2021-12-09,2027-12-11,Under Repair
DEV01517,CUST02100,Fiber ONT,Airtel,R842,SN71073435,2025-08-17,2027-08-15,Under Repair
DEV01518,CUST03643,WiFi Modem,D-Link,A916,SN93958572,2023-01-27,2028-11-14,In Use
DEV01519,CUST00496,WiFi Modem,TP-Link,R625,SN94399563,2026-05-29,2028-11-02,Faulty
DEV01520,CUST02550,4G Dongle,Huawei,A580,SN51037306,2025-07-02,2029-05-29,Faulty
DEV01521,CUST04943,Fiber ONT,TP-Link,N108,SN18030326,2022-10-21,2029-05-22,Under Repair
DEV01522,CUST04805,5G Router,Huawei,X343,SN74625070,2024-08-17,2028-12-08,Under Repair
DEV01523,CUST04584,Router,Airtel,N300,SN67041647,2024-08-18,2029-04-01,In Stock
DEV01524,CUST01649,Router,Netgear,A783,SN05654347,2024-09-04,2027-02-13,Returned
DEV01525,CUST03829,4G Dongle,Netgear,N730,SN43645443,2025-11-05,2028-10-03,Faulty
DEV01526,CUST03430,Fiber ONT,Huawei,X565,SN67462578,2024-07-16,2028-03-18,In Use
DEV01527,CUST04063,WiFi Modem,Cisco,A809,SN12889234,2026-06-25,2027-05-30,In Stock
DEV01528,CUST03822,4G Dongle,D-Link,A592,SN35315004,2026-03-01,2027-10-04,Faulty
DEV01529,CUST03080,WiFi Modem,Airtel,A945,SN35189387,2025-01-04,2028-12-14,In Use
DEV01530,CUST02973,Router,Nokia,N130,SN12828958,2024-05-16,2028-11-26,Under Repair
DEV01531,CUST00944,WiFi Modem,TP-Link,R299,SN54339160,2021-11-27,2026-11-23,Under Repair
DEV01532,CUST02949,Router,Cisco,A302,SN18987071,2023-05-06,2026-11-24,Faulty
DEV01533,CUST01427,WiFi Modem,TP-Link,A447,SN83931831,2021-10-21,2029-01-19,Under Repair
DEV01534,CUST02015,WiFi Modem,D-Link,X280,SN05734012,2024-02-28,2029-04-30,Faulty
DEV01535,CUST00829,Router,Huawei,R770,SN24496043,2026-03-06,2028-05-18,In Use
DEV01536,CUST02773,WiFi Modem,TP-Link,R345,SN24802305,2021-10-22,2027-07-03,Faulty
DEV01537,CUST03051,5G Router,Huawei,R999,SN38615769,2024-02-17,2027-09-15,In Use
DEV01538,CUST00971,WiFi Modem,Huawei,A296,SN77392618,2023-08-15,2029-06-13,Under Repair
DEV01539,CUST03099,5G Router,Netgear,N713,SN31587222,2022-08-21,2027-12-19,Returned
DEV01540,CUST02004,Router,D-Link,N908,SN54855478,2025-10-20,2026-09-13,In Stock
DEV01541,CUST02685,WiFi Modem,Cisco,N993,SN11448620,2023-01-21,2028-07-08,In Stock
DEV01542,CUST04164,4G Dongle,Jio,A844,SN51741049,2023-02-10,2027-09-15,In Use
DEV01543,CUST03856,5G Router,Nokia,A620,SN41467771,2026-06-09,2026-12-29,Returned
DEV01544,CUST04172,Fiber ONT,Jio,R283,SN24976751,2022-11-10,2029-04-05,Faulty
DEV01545,CUST03063,4G Dongle,Jio,R585,SN09247787,2024-05-28,2029-05-07,Faulty
DEV01546,CUST04762,Set Top Box,Cisco,A324,SN21436994,2023-06-04,2027-09-08,In Stock
DEV01547,CUST03704,WiFi Modem,Airtel,A413,SN77647966,2022-04-12,2027-04-25,Returned
DEV01548,CUST03090,4G Dongle,Huawei,N360,SN33018871,2021-09-27,2028-09-19,Under Repair
DEV01549,CUST00695,WiFi Modem,Nokia,N555,SN74356395,2022-01-22,2027-02-13,Under Repair
DEV01550,CUST02881,WiFi Modem,Cisco,R624,SN57960114,2023-12-14,2028-05-21,Under Repair
DEV01551,CUST02756,Set Top Box,Jio,R542,SN00610544,2025-10-31,2028-05-30,Returned
DEV01552,CUST03011,Set Top Box,Netgear,N491,SN64595390,2025-08-01,2028-07-02,In Use
DEV01553,CUST01472,Set Top Box,D-Link,N760,SN60144427,2022-01-11,2029-01-07,In Use
DEV01554,CUST02942,Router,TP-Link,X904,SN93319342,2025-10-26,2029-01-12,Faulty
DEV01555,CUST01866,Router,Nokia,X468,SN09469866,2022-05-25,2027-02-11,In Use
DEV01556,CUST04474,WiFi Modem,Netgear,A791,SN05728898,2023-02-09,2028-02-16,Faulty
DEV01557,CUST02049,Fiber ONT,TP-Link,A822,SN90823516,2026-04-11,2028-12-09,Under Repair
DEV01558,CUST01130,5G Router,TP-Link,X888,SN65294998,2025-02-19,2028-10-23,Faulty
DEV01559,CUST02309,Fiber ONT,Airtel,R941,SN89574422,2022-07-10,2027-12-25,Under Repair
DEV01560,CUST00098,Set Top Box,Huawei,R333,SN44112698,2025-06-15,2028-07-10,In Stock
DEV01561,CUST01720,Set Top Box,D-Link,R839,SN07519871,2026-01-16,2028-03-19,Returned
DEV01562,CUST02791,Router,Netgear,A539,SN95786575,2024-07-30,2027-11-27,Returned
DEV01563,CUST01717,Set Top Box,Jio,X483,SN10307264,2024-01-15,2027-10-16,In Stock
DEV01564,CUST04731,WiFi Modem,TP-Link,X611,SN67109516,2025-11-22,2028-03-31,Faulty
DEV01565,CUST02784,WiFi Modem,Airtel,R802,SN46970671,2024-08-22,2027-04-12,Returned
DEV01566,CUST04405,Fiber ONT,Netgear,X681,SN10345105,2023-07-27,2027-11-09,In Use
DEV01567,CUST01140,WiFi Modem,Netgear,R490,SN64430190,2023-08-23,2028-01-19,In Stock
DEV01568,CUST03201,Router,Airtel,A586,SN16467592,2023-05-03,2029-02-08,In Use
DEV01569,CUST02694,4G Dongle,Jio,N195,SN27680195,2026-02-21,2029-02-04,In Stock
DEV01570,CUST00855,5G Router,Huawei,X946,SN12609819,2021-12-02,2028-12-31,Under Repair
DEV01571,CUST04003,Router,Huawei,A171,SN01895417,2026-05-14,2028-08-27,Returned
DEV01572,CUST02326,WiFi Modem,D-Link,N775,SN19975969,2022-01-10,2029-05-04,Under Repair
DEV01573,CUST00574,Set Top Box,Cisco,N630,SN16851910,2024-01-04,2026-12-10,In Use
DEV01574,CUST01408,Fiber ONT,Airtel,R260,SN41485984,2024-10-18,2028-01-10,In Use
DEV01575,CUST01058,4G Dongle,Airtel,R860,SN02873585,2026-06-28,2028-04-07,In Use
DEV01576,CUST03187,WiFi Modem,Huawei,A417,SN30854260,2023-10-16,2028-04-12,Returned
DEV01577,CUST03890,WiFi Modem,TP-Link,A614,SN86213010,2021-08-09,2027-01-03,Returned
DEV01578,CUST02257,WiFi Modem,Cisco,A556,SN25129879,2021-07-13,2028-10-24,In Use
DEV01579,CUST03271,4G Dongle,D-Link,N682,SN09303032,2021-08-11,2026-12-27,Returned
DEV01580,CUST03770,Set Top Box,Cisco,X394,SN42623037,2022-01-31,2028-01-10,Returned
DEV01581,CUST02841,5G Router,TP-Link,R727,SN73410816,2025-09-24,2026-12-15,In Stock
DEV01582,CUST03401,WiFi Modem,Huawei,R568,SN18108290,2026-06-16,2028-09-14,Returned
DEV01583,CUST01503,5G Router,Nokia,R815,SN40205387,2025-06-11,2026-08-06,In Use
DEV01584,CUST01964,WiFi Modem,TP-Link,N782,SN65208266,2026-01-27,2027-11-23,In Use
DEV01585,CUST01780,Set Top Box,Airtel,X477,SN07425283,2023-10-23,2028-01-22,In Use
DEV01586,CUST00862,4G Dongle,Netgear,R561,SN04497821,2023-01-14,2027-09-30,In Stock
DEV01587,CUST02071,WiFi Modem,Cisco,R127,SN32697608,2022-12-08,2027-06-10,In Use
DEV01588,CUST03784,Set Top Box,Netgear,R976,SN35454442,2025-02-14,2026-07-18,In Stock
DEV01589,CUST03250,Router,Cisco,N217,SN36218569,2022-10-18,2026-10-12,In Stock
DEV01590,CUST02680,5G Router,Jio,R572,SN87719295,2025-05-18,2029-06-23,In Use
DEV01591,CUST00677,4G Dongle,D-Link,R243,SN19089846,2023-05-09,2029-03-21,Returned
DEV01592,CUST02287,WiFi Modem,Huawei,X721,SN00316528,2024-07-13,2027-03-28,In Use
DEV01593,CUST01452,Fiber ONT,Nokia,R272,SN31715998,2023-03-28,2027-11-18,In Use
DEV01594,CUST00092,5G Router,TP-Link,A551,SN59653394,2024-07-02,2027-01-30,Faulty
DEV01595,CUST01458,WiFi Modem,Cisco,A552,SN67509025,2024-04-04,2028-12-08,In Use
DEV01596,CUST04284,5G Router,Nokia,R806,SN61777621,2025-02-27,2027-02-04,Faulty
DEV01597,CUST03638,Router,Cisco,X890,SN51690994,2024-08-08,2026-11-03,Returned
DEV01598,CUST01653,WiFi Modem,Netgear,A304,SN78859865,2023-04-04,2026-07-19,In Use
DEV01599,CUST00132,Set Top Box,Cisco,X445,SN32546667,2024-11-04,2029-01-27,In Stock
DEV01600,CUST00518,WiFi Modem,Nokia,A841,SN72252616,2026-05-10,2028-08-31,In Stock
DEV01601,CUST00361,Set Top Box,Nokia,N430,SN85819489,2025-10-16,2027-04-25,Under Repair
DEV01602,CUST01553,4G Dongle,D-Link,R538,SN75372044,2022-12-23,2026-08-01,In Use
DEV01603,CUST01904,WiFi Modem,Nokia,N431,SN11435844,2026-02-08,2028-07-14,In Stock
DEV01604,CUST00123,Set Top Box,Netgear,X498,SN02923422,2021-10-11,2028-10-15,In Stock
DEV01605,CUST03759,WiFi Modem,Nokia,N765,SN25027806,2023-05-25,2027-06-27,Under Repair
DEV01606,CUST03023,Router,Nokia,A520,SN32401703,2023-03-18,2027-01-28,Faulty
DEV01607,CUST04906,Set Top Box,Nokia,A357,SN50926798,2023-12-02,2026-12-24,In Use
DEV01608,CUST04915,Fiber ONT,Airtel,A440,SN22102140,2022-04-06,2028-01-07,In Stock
DEV01609,CUST02605,5G Router,Jio,X443,SN41324101,2024-03-04,2028-08-29,In Use
DEV01610,CUST04986,4G Dongle,Jio,R623,SN02732645,2023-06-02,2028-11-04,In Stock
DEV01611,CUST04125,4G Dongle,Cisco,A121,SN56632896,2022-07-22,2028-02-18,Under Repair
DEV01612,CUST01017,Fiber ONT,D-Link,R875,SN68019068,2023-05-12,2027-06-04,In Stock
DEV01613,CUST00651,Router,Huawei,N610,SN67474556,2023-08-31,2027-05-19,Faulty
DEV01614,CUST01655,WiFi Modem,Airtel,A757,SN74435957,2024-12-16,2027-11-23,In Use
DEV01615,CUST01951,5G Router,Jio,N237,SN93605457,2022-01-18,2027-01-01,Faulty
DEV01616,CUST02602,5G Router,Cisco,R763,SN50881921,2023-02-23,2026-12-17,Faulty
DEV01617,CUST00195,WiFi Modem,Netgear,N348,SN79135520,2023-09-23,2028-10-23,In Stock
DEV01618,CUST04419,Router,D-Link,A722,SN34536553,2025-12-03,2028-09-20,Returned
DEV01619,CUST04272,Fiber ONT,Huawei,R744,SN57919970,2025-02-25,2026-11-12,In Use
DEV01620,CUST00530,Set Top Box,Nokia,A153,SN08979732,2023-03-15,2026-12-19,In Stock
DEV01621,CUST01673,WiFi Modem,Nokia,A706,SN85418721,2023-06-11,2028-11-05,Under Repair
DEV01622,CUST01675,WiFi Modem,Nokia,R842,SN56211294,2022-11-22,2027-07-20,Returned
DEV01623,CUST02552,WiFi Modem,D-Link,A534,SN35459511,2024-07-09,2027-09-15,In Stock
DEV01624,CUST04964,WiFi Modem,TP-Link,N690,SN05908715,2024-04-28,2027-08-06,Returned
DEV01625,CUST01650,Fiber ONT,Jio,X468,SN02368163,2023-05-31,2028-06-12,Returned
DEV01626,CUST03095,WiFi Modem,Jio,R532,SN02590444,2022-12-08,2026-08-07,Under Repair
DEV01627,CUST04993,5G Router,Airtel,A939,SN97762917,2023-03-23,2029-05-28,Returned
DEV01628,CUST00163,Set Top Box,Airtel,X877,SN20584087,2026-05-12,2028-07-30,Faulty
DEV01629,CUST04876,4G Dongle,Huawei,A363,SN95794664,2023-06-21,2028-12-15,Returned
DEV01630,CUST03799,Fiber ONT,Jio,N484,SN64560476,2025-05-19,2029-03-15,Under Repair
DEV01631,CUST04965,Set Top Box,Nokia,N239,SN42231434,2024-05-07,2028-07-24,Returned
DEV01632,CUST01604,WiFi Modem,D-Link,X113,SN28844372,2022-05-09,2028-02-28,Under Repair
DEV01633,CUST03066,Set Top Box,Airtel,R504,SN17666161,2021-11-28,2027-03-28,Faulty
DEV01634,CUST03147,Set Top Box,TP-Link,X518,SN86258295,2025-05-19,2027-06-06,In Use
DEV01635,CUST01020,Set Top Box,Huawei,A881,SN88868900,2022-03-16,2027-12-01,Returned
DEV01636,CUST02092,5G Router,Netgear,R750,SN45473302,2024-11-20,2028-01-01,Faulty
